Red_X,Red_Y,Black_X,Black_Y,Deviation_X
571.0,702.0,590.0,727.0,19.0
570.0,703.0,590.0,728.0,20.0
570.0,704.0,590.0,729.0,20.0
570.0,705.0,590.0,730.0,20.0
569.0,706.0,590.0,731.0,21.0
568.0,707.0,590.0,732.0,22.0
568.0,708.0,590.0,733.0,22.0
568.0,709.0,590.0,734.0,22.0
567.0,710.0,590.0,735.0,23.0
567.0,711.0,590.0,736.0,23.0
567.0,712.0,590.0,737.0,23.0
567.0,713.0,590.0,738.0,23.0
566.0,714.0,590.0,739.0,24.0
565.0,715.0,590.0,740.0,25.0
566.0,716.0,590.0,741.0,24.0
567.0,717.0,590.0,742.0,23.0
568.0,718.0,590.0,743.0,22.0
569.0,719.0,590.0,744.0,21.0
570.0,720.0,590.0,745.0,20.0
571.0,721.0,590.0,746.0,19.0
572.0,722.0,590.0,747.0,18.0
574.0,723.0,589.0,748.0,15.0
575.0,724.0,589.0,749.0,14.0
575.0,725.0,589.0,750.0,14.0
576.0,726.0,589.0,751.0,13.0
577.0,727.0,589.0,752.0,12.0
577.0,728.0,589.0,753.0,12.0
578.0,729.0,589.0,754.0,11.0
579.0,730.0,589.0,755.0,10.0
581.0,731.0,590.0,756.0,9.0
582.0,732.0,590.0,757.0,8.0
583.0,733.0,590.0,758.0,7.0
583.0,734.0,590.0,759.0,7.0
584.0,735.0,590.0,760.0,6.0
585.0,736.0,590.0,761.0,5.0
586.0,737.0,590.0,762.0,4.0
586.0,738.0,590.0,763.0,4.0
587.0,739.0,590.0,764.0,3.0
588.0,740.0,590.0,765.0,2.0
589.0,741.0,590.0,766.0,1.0
590.0,742.0,590.0,767.0,0.0
591.0,743.0,590.0,768.0,1.0
591.0,744.0,590.0,769.0,1.0
591.0,745.0,590.0,770.0,1.0
591.0,746.0,590.0,771.0,1.0
592.0,747.0,590.0,772.0,2.0
592.0,748.0,590.0,773.0,2.0
592.0,749.0,590.0,774.0,2.0
592.0,750.0,590.0,775.0,2.0
592.0,751.0,590.0,776.0,2.0
592.0,752.0,590.0,777.0,2.0
593.0,753.0,590.0,778.0,3.0
593.0,754.0,590.0,779.0,3.0
593.0,755.0,590.0,780.0,3.0
593.0,756.0,590.0,781.0,3.0
593.0,757.0,590.0,782.0,3.0
593.0,758.0,590.0,783.0,3.0
593.0,759.0,590.0,784.0,3.0
594.0,760.0,590.0,785.0,4.0
594.0,761.0,590.0,786.0,4.0
594.0,762.0,590.0,787.0,4.0
594.0,763.0,590.0,788.0,4.0
594.0,764.0,590.0,789.0,4.0
594.0,765.0,590.0,790.0,4.0
594.0,766.0,590.0,791.0,4.0
594.0,767.0,590.0,792.0,4.0
594.0,768.0,590.0,793.0,4.0
595.0,769.0,590.0,794.0,5.0
595.0,770.0,590.0,795.0,5.0
595.0,771.0,590.0,796.0,5.0
595.0,772.0,590.0,797.0,5.0
